cb,trademark,model,diameter,gain
62,GABRIEL ELECTRONICS. INC.,SR4-64ASE,1.2,35.8
62,GABRIEL ELECTRONICS. INC.,SR4-64SE,1.2,36.0
62,GABRIEL ELECTRONICS. INC.,SR6-64DSE,1.8,39.4
62,GABRIEL ELECTRONICS. INC.,SR8-64CSE,2.4,41.9
62,GABRIEL ELECTRONICS. INC.,SRD10-64BSE,3.0,43.8
62,GABRIEL ELECTRONICS. INC.,SRD12-64CSE,3.6,45.2
62,GABRIEL ELECTRONICS. INC.,SRD6-64DSE,1.8,39.3
62,GABRIEL ELECTRONICS. INC.,UOF10-64B(L),3.0,44.0
62,GABRIEL ELECTRONICS. INC.,UOF10-64B(R),3.0,44.0
62,GABRIEL ELECTRONICS. INC.,UOF10-64CSE(L),3.0,43.7
62,GABRIEL ELECTRONICS. INC.,UOF10-64CSE(R),3.0,43.7
62,GABRIEL ELECTRONICS. INC.,UOF10X-64A(L),3.0,43.8
62,GABRIEL ELECTRONICS. INC.,UOF10X-64A(R),3.0,43.8
62,GABRIEL ELECTRONICS. INC.,UOF10X-64CSE(L),3.0,43.7
62,GABRIEL ELECTRONICS. INC.,UOF10X-64CSE(R),3.0,43.7
62,GABRIEL ELECTRONICS. INC.,UOF12-64B(L),3.6,45.4
62,GABRIEL ELECTRONICS. INC.,UOF12-64B(R),3.6,45.4
62,GABRIEL ELECTRONICS. INC.,UOF12-64CSE(L),3.6,45.2
62,GABRIEL ELECTRONICS. INC.,UOF12-64CSE(R),3.6,45.2
62,GABRIEL ELECTRONICS. INC.,UOF12X-64A(L),3.6,45.4
62,GABRIEL ELECTRONICS. INC.,UOF12X-64A(R),3.6,45.4
62,GABRIEL ELECTRONICS. INC.,UOF12X-64CSE(L),3.6,45.2
62,GABRIEL ELECTRONICS. INC.,UOF12X-64CSE(R),3.6,45.2
62,GABRIEL ELECTRONICS. INC.,UOF15-64A(L),4.5,46.8
62,GABRIEL ELECTRONICS. INC.,UOF15-64A(R),4.5,46.8
62,GABRIEL ELECTRONICS. INC.,UOF6-64B(L),1.8,39.6
62,GABRIEL ELECTRONICS. INC.,UOF6-64B(R),1.8,39.6
62,GABRIEL ELECTRONICS. INC.,UOF6-64DSE(L),1.8,39.3
62,GABRIEL ELECTRONICS. INC.,UOF6-64DSE(R),1.8,39.3
62,GABRIEL ELECTRONICS. INC.,UOF6X-64A(L),1.8,39.6
62,GABRIEL ELECTRONICS. INC.,UOF6X-64A(R),1.8,39.6
62,GABRIEL ELECTRONICS. INC.,UOF6X-64CSE(L),1.8,39.3
62,GABRIEL ELECTRONICS. INC.,UOF6X-64CSE(R),1.8,39.3
62,GABRIEL ELECTRONICS. INC.,UOF8-64B(L),2.4,41.9
62,GABRIEL ELECTRONICS. INC.,UOF8-64B(R),2.4,41.9
62,GABRIEL ELECTRONICS. INC.,UOF8-64CSE(L),2.4,41.8
62,GABRIEL ELECTRONICS. INC.,UOF8-64CSE(R),2.4,41.8
62,GABRIEL ELECTRONICS. INC.,UOF8X-64A(L),2.4,41.9
62,GABRIEL ELECTRONICS. INC.,UOF8X-64A(R),2.4,41.9
62,GABRIEL ELECTRONICS. INC.,UOF8X-64BSE(L),2.4,41.8
62,GABRIEL ELECTRONICS. INC.,UOF8X-64BSE(R),2.4,41.8
62,MARK ANTENNAS DIV. RSINC.,FPA-65A72,1.8,38.8
62,MARK ANTENNAS DIV. RSINC.,HP-65A120,3.0,44.0
62,MARK ANTENNAS DIV. RSINC.,HP-65A120D,3.0,44.0
62,MARK ANTENNAS DIV. RSINC.,HP-65A180,4.5,47.6
62,MARK ANTENNAS DIV. RSINC.,HP-65A48,1.2,36.3
62,MARK ANTENNAS DIV. RSINC.,HP-65A72,1.8,39.9
62,MARK ANTENNAS DIV. RSINC.,HP-65A72D,1.8,39.9
62,MARK ANTENNAS DIV. RSINC.,HP-65B120D,3.0,44.0
62,MARK ANTENNAS DIV. RSINC.,HP-65B96,2.4,42.4
62,MARK ANTENNAS DIV. RSINC.,MHP-65A120,3.0,44.0
62,MARK ANTENNAS DIV. RSINC.,MHP-65A120D,3.0,44.0
62,MARK ANTENNAS DIV. RSINC.,MHP-65A144,3.6,45.8
62,MARK ANTENNAS DIV. RSINC.,MHP-65A144D,3.6,45.8
62,MARK ANTENNAS DIV. RSINC.,MHP-65A48,1.2,36.1
62,MARK ANTENNAS DIV. RSINC.,MHP-65A48D,1.2,36.1
62,MARK ANTENNAS DIV. RSINC.,MHP-65A72,1.8,39.7
62,MARK ANTENNAS DIV. RSINC.,MHP-65A72D,1.8,39.7
62,MARK ANTENNAS DIV. RSINC.,MHP-65A96,2.4,42.4
62,MARK ANTENNAS DIV. RSINC.,MHP-65A96D,2.4,42.4
62,MARK ANTENNAS DIV. RSINC.,MHP-65B72,1.8,39.7
62,MARK ANTENNAS DIV. RSINC.,MHP-65B72D,1.8,39.7
62,MARK ANTENNAS DIV. RSINC.,P-65A120,3.0,44.0
62,MARK ANTENNAS DIV. RSINC.,P-65A120D,3.0,44.0
62,MARK ANTENNAS DIV. RSINC.,P-65A144,3.6,45.8
62,MARK ANTENNAS DIV. RSINC.,P-65A144D,3.6,45.8
62,MARK ANTENNAS DIV. RSINC.,P-65A24,0.6,30.1
62,MARK ANTENNAS DIV. RSINC.,P-65A48,1.2,36.3
62,MARK ANTENNAS DIV. RSINC.,P-65A48D,1.2,36.3
62,MARK ANTENNAS DIV. RSINC.,P-65A72,1.8,39.9
62,MARK ANTENNAS DIV. RSINC.,P-65A72D,1.8,39.9
62,MARK ANTENNAS DIV. RSINC.,P-65A96,2.4,42.4
62,MARK ANTENNAS DIV. RSINC.,P-65A96D,2.4,42.4
62 - 71,ANDREW CORPORATION,P10-6812,3.0,43.0
62 - 71,ANDREW CORPORATION,P10-6812,3.0,43.0
62 - 71,ANDREW CORPORATION,P8-6812,2.4,42.4
62 - 71,ANDREW CORPORATION,P8-6812,2.4,42.4
71 - 72 - 81,ERICSSON,UKY 210 40/DC12,1.2,37.0
71 - 72 - 81,ERICSSON,UKY 210 40/SC11,1.2,37.0
71 - 72 - 81,ERICSSON,UKY 210 50/DC12,1.8,41.0
71 - 72 - 81,ERICSSON,UKY 210 50/SC11,1.8,41.0
71 - 72 - 81,ERICSSON,UKY 210 50/SC31,1.8,41.0
71 - 72 - 81,ERICSSON,UKY 210 95/DC12,0.6,32.0
71 - 72 - 81,ERICSSON,UKY 210 95/SC11,0.6,32.0
71 - 72 - 81,ERICSSON,UKY 220 01/DC12,2.4,43.1
71 - 72 - 81,ERICSSON,UKY 220 01/SC 12,2.4,43.1
71 - 72 - 81,ERICSSON,UKY 220 01/SC32,2.4,43.4
71 - 72 - 81,ERICSSON,UKY 220 04/DC12,3.0,45.1
71 - 72 - 81,ERICSSON,UKY 220 04/SC12,3.0,45.1
71 - 72 - 81,ERICSSON,UKY 220 04/SC32,3.0,45.1
71 - 72 - 81,ERICSSON,UKY 220 06/DC12,3.7,47.3
71 - 72 - 81,ERICSSON,UKY 220 06/SC12,3.7,47.3
71 - 72 - 81,ERICSSON,UKY 220 06/SC32,3.7,47.3
71,GABRIEL ELECTRONICS. INC.,UHG6L-7174SE,1.8,39.7
71,GABRIEL ELECTRONICS. INC.,UHG8L-7174SE,2.4,42.2
71,GABRIEL ELECTRONICS. INC.,USG6L-7174SE,1.8,39.9
71,GABRIEL ELECTRONICS. INC.,USG8L-7174SE,2.4,42.4
71 - 72,ANDREW CORPORATION,FP10-71,3.0,44.4
71 - 72,ANDREW CORPORATION,FP12-71,3.6,46.1
71 - 72,ANDREW CORPORATION,FP12-71,3.6,46.1
71 - 72,ANDREW CORPORATION,FP4-71,1.2,35.2
71 - 72,ANDREW CORPORATION,FP6-71,1.8,39.2
71 - 72,ANDREW CORPORATION,FP8-71,2.4,42.3
71 - 72,ANDREW CORPORATION,FP8-71,2.4,42.3
71 - 72,ANDREW CORPORATION,FPX10-71,3.0,44.2
71 - 72,ANDREW CORPORATION,FPX12-71,3.6,45.9
71 - 72,ANDREW CORPORATION,FPX12-71,3.6,45.9
71 - 72,ANDREW CORPORATION,FPX6-71,1.8,39.2
71 - 72,ANDREW CORPORATION,FPX8-71,2.4,42.1
71 - 72,ANDREW CORPORATION,FPX8-71,2.4,42.1
71 - 72 - 81,ANDREW CORPORATION,HP10-70,3.0,44.7
71 - 72 - 81,ANDREW CORPORATION,HP10-71,3.0,44.5
71 - 72 - 81,ANDREW CORPORATION,HP12-70,3.6,46.7
71 - 72 - 81,ANDREW CORPORATION,HP12-71,3.6,46.0
71 - 72 - 81,ANDREW CORPORATION,HP15-70,4.5,48.1
71 - 72 - 81,ANDREW CORPORATION,HP15-71,4.5,47.8
71 - 72 - 81,ANDREW CORPORATION,HP15-71GE,4.5,47.8
71 - 72 - 81,ANDREW CORPORATION,HP4-71,1.2,36.2
71 - 72 - 81,ANDREW CORPORATION,HP6-70,1.8,40.5
71 - 72 - 81,ANDREW CORPORATION,HP6-71,1.8,40.0
71 - 72 - 81,ANDREW CORPORATION,HP6-71GF,1.8,40.0
71 - 72 - 81,ANDREW CORPORATION,HP6-71WA,1.8,40.3
71 - 72 - 81,ANDREW CORPORATION,HP8-70,2.4,43.0
71 - 72 - 81,ANDREW CORPORATION,HP8-71,2.4,42.5
71 - 72 - 81,ANDREW CORPORATION,HP8-71D,2.4,43.0
71 - 72 - 81,ANDREW CORPORATION,HP8-71GE,2.4,42.5
71 - 72 - 81,ANDREW CORPORATION,HPX10-70,3.0,44.8
71 - 72 - 81,ANDREW CORPORATION,HPX12-70,3.6,46.1
71 - 72 - 81,ANDREW CORPORATION,HPX15-70,4.5,47.7
71 - 72 - 81,ANDREW CORPORATION,HPX4-70,1.2,36.4
71 - 72 - 81,ANDREW CORPORATION,HPX6-70,1.8,40.4
71 - 72 - 81,ANDREW CORPORATION,HPX6-71,1.8,39.9
71 - 72 - 81,ANDREW CORPORATION,HPX8-70,2.4,42.9
71 - 72 - 81,ANDREW CORPORATION,HPX8-71,2.4,42.5
71 - 72 - 81,ANDREW CORPORATION,HSX10-71,3.0,44.2
71 - 72 - 81,ANDREW CORPORATION,HSX10-71,3.0,44.2
71 - 72 - 81,ANDREW CORPORATION,HSX12-71,3.6,46.5
71 - 72 - 81,ANDREW CORPORATION,HSX12-71,3.6,46.5
71 - 72 - 81,ANDREW CORPORATION,HSX12-71,3.6,46.5
71 - 72 - 81,ANDREW CORPORATION,HSX12-71,3.6,46.5
71 - 72 - 81,ANDREW CORPORATION,HSX15-71,4.5,48.1
71 - 72 - 81,ANDREW CORPORATION,HSX15-71,4.5,48.1
71 - 72 - 81,ANDREW CORPORATION,HSX4-71,1.2,36.7
71 - 72 - 81,ANDREW CORPORATION,HSX4-71,1.2,36.7
71 - 72 - 81,ANDREW CORPORATION,HSX6-71,1.8,40.3
71 - 72 - 81,ANDREW CORPORATION,HSX6-71,1.8,40.3
71 - 72 - 81,ANDREW CORPORATION,HSX8-71,2.4,42.6
71 - 72 - 81,ANDREW CORPORATION,HSX8-71,2.4,42.6
71 - 72 - 81,ANDREW CORPORATION,HSX8-71,2.4,42.6
71 - 72 - 81,ANDREW CORPORATION,HSX8-71,2.4,42.6
71 - 72 - 81,ANDREW CORPORATION,LBX10-71,3.0,44.8
71 - 72 - 81,ANDREW CORPORATION,LBX12-71,3.6,46.1
71 - 72 - 81,ANDREW CORPORATION,LBX6-71,1.8,40.4
71 - 72 - 81,ANDREW CORPORATION,LBX8-71,2.4,42.9
71 - 72 - 81,ANDREW CORPORATION,P10-71E,3.0,44.7
71 - 72 - 81,ANDREW CORPORATION,P2-71A,0.6,30.4
71 - 72 - 81,ANDREW CORPORATION,P4-71D,1.2,37.0
71 - 72 - 81,ANDREW CORPORATION,P6-71D,1.8,40.5
71 - 72 - 81,ANDREW CORPORATION,P8-71D,2.4,43.0
71 - 72 - 81,ANDREW CORPORATION,PL10-70,3.0,44.7
71 - 72 - 81,ANDREW CORPORATION,PL10-71,3.0,44.5
71 - 72 - 81,ANDREW CORPORATION,PL10-71F,3.0,44.7
71 - 72 - 81,ANDREW CORPORATION,PL10-71GE,3.0,44.5
71 - 72 - 81,ANDREW CORPORATION,PL12-70,3.6,46.7
71 - 72 - 81,ANDREW CORPORATION,PL12-71,3.6,46.0
71 - 72 - 81,ANDREW CORPORATION,PL12-71F,3.6,46.7
71 - 72 - 81,ANDREW CORPORATION,PL15-70,4.5,48.1
71 - 72 - 81,ANDREW CORPORATION,PL15-71,4.5,47.8
71 - 72 - 81,ANDREW CORPORATION,PL15-71GD,4.5,47.8
71 - 72 - 81,ANDREW CORPORATION,PL4-70,1.2,37.0
71 - 72 - 81,ANDREW CORPORATION,PL4-71,1.2,36.5
71 - 72 - 81,ANDREW CORPORATION,PL4-71D,1.2,37.0
71 - 72 - 81,ANDREW CORPORATION,PL6-70,1.8,40.5
71 - 72 - 81,ANDREW CORPORATION,PL6-71,1.8,40.0
71 - 72 - 81,ANDREW CORPORATION,PL6-71E,1.8,40.5
71 - 72 - 81,ANDREW CORPORATION,PL8-70,2.4,43.0
71 - 72 - 81,ANDREW CORPORATION,PL8-71,2.4,42.5
71 - 72 - 81,ANDREW CORPORATION,PL8-71E,2.4,43.3
71 - 72 - 81,ANDREW CORPORATION,PL8-71GE,2.4,42.5
71 - 72 - 81,ANDREW CORPORATION,PX10-71E,3.0,44.8
71 - 72 - 81,ANDREW CORPORATION,PX8-71E,2.4,42.9
71 - 72 - 81,ANDREW CORPORATION,PXL10-70,3.0,44.8
71 - 72 - 81,ANDREW CORPORATION,PXL10-71,3.0,44.5
71 - 72 - 81,ANDREW CORPORATION,PXL10-71F,3.0,44.6
71 - 72 - 81,ANDREW CORPORATION,PXL12-70,3.6,46.1
71 - 72 - 81,ANDREW CORPORATION,PXL6-70,1.8,40.4
71 - 72 - 81,ANDREW CORPORATION,PXL8-70,2.4,42.9
71 - 72 - 81,ANDREW CORPORATION,PXL8-71E,2.4,42.9
71 - 72 - 81,ANDREW CORPORATION,VHP2-71,0.6,30.1
71 - 72 - 81,ANDREW CORPORATION,VHP4-71,1.2,36.4
71 - 72 - 81,ANDREW CORPORATION,VHP6-71,1.8,40.0
71 - 72 - 81,ANDREW CORPORATION,VHPX2-71,0.6,29.5
71 - 72 - 81,ANDREW CORPORATION,VHPX4-71,1.2,36.3
71 - 72 - 81,ANDREW CORPORATION,VHPX6-71,1.8,40.0
71 - 72 - 81,ANDREW CORPORATION,VP2-71,0.6,31.0
71 - 72 - 81,ANDREW CORPORATION,VP4-71,1.2,37.2
71 - 72 - 81,ANDREW CORPORATION,VP6-71,1.8,40.9
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,DDPG10L-71SE,3.0,44.7
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,DDPG12L-71SE,3.6,46.2
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,DDPG6L-71SE,1.8,40.8
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,DDPG8L-71SE,2.4,42.8
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,DRFB10-71SE,3.0,44.9
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,DRFG10L-71,3.0,44.7
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,DRFG12L-71SE,3.6,46.3
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,DRFG15L-71,4.5,47.9
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,DRFG2L-71SE,0.6,30.7
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,DRFG4L-71,1.2,36.7
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,DRFG6L-71 & DRFG6L-71SE,1.8,40.2
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,DRFG8L-71,2.4,42.7
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,SR10L-71SE,3.0,44.6
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,SR12L-71SE,3.6,46.1
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,SR2L-71SE,0.6,30.3
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,SR4L-71SE,1.2,36.7
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,SR6L-71SE,1.8,40.2
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,SR8L-71SE,2.4,42.7
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,SRD10L-71SE,3.0,44.5
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,SRD8L-71SE,2.4,42.6
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,UDG10L-71,3.0,44.6
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,UDG6L-71,1.8,40.1
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,UHG10L-71(L),3.0,44.5
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,UHG10L-71(R),3.0,44.5
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,UHG4L-71SE,1.2,36.4
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,UHG8L-71(L),2.4,42.5
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,UHG8L-71(R),2.4,42.5
71 - 72 - 81,ANDREW CORPORATION,HSX12-74,3.6,46.8
71 - 72 - 81,ANDREW CORPORATION,HP10-71W,3.0,44.8
71 - 72 - 81,ANDREW CORPORATION,HP12-71W,3.6,46.3
71 - 72 - 81,ANDREW CORPORATION,P10-71GE,3.0,44.8
71 - 72 - 81,ANDREW CORPORATION,P12-71GF,3.6,46.3
71 - 72 - 81,ANDREW CORPORATION,P15-71GD,4.5,48.2
71 - 72 - 81,ANDREW CORPORATION,P4-71GD,1.2,34.8
71 - 72 - 81,ANDREW CORPORATION,P8-71GE,2.4,42.9
71 - 72 - 81,ANDREW CORPORATION,PL12-71GF,3.6,46.0
71 - 72 - 81,ANDREW CORPORATION,HP10-71W,3.0,44.8
71 - 72 - 81,ANDREW CORPORATION,HP12-71W,3.6,46.8
71 - 72 - 81,ANDREW CORPORATION,HP15-71W,4.5,48.2
71 - 72 - 81,ANDREW CORPORATION,HP6-71W,1.8,40.3
71 - 72 - 81,ANDREW CORPORATION,HP8-71W,2.4,42.9
71 - 72 - 81,ANDREW CORPORATION,HPX10-71W,3.0,44.9
71 - 72 - 81,ANDREW CORPORATION,HPX12-71W,3.6,46.7
71 - 72 - 81,ANDREW CORPORATION,HPX15-71W,4.5,48.6
71 - 72 - 81,ANDREW CORPORATION,HPX6-71W,1.8,40.4
71 - 72 - 81,ANDREW CORPORATION,HPX8-71W,2.4,42.9
71 - 72 - 81,ANDREW CORPORATION,PL10-71W,3.0,44.8
71 - 72 - 81,ANDREW CORPORATION,PL12-71W,3.6,46.3
71 - 72 - 81,ANDREW CORPORATION,PL15-71W,4.5,48.2
71 - 72 - 81,ANDREW CORPORATION,PL4-71W,1.2,36.5
71 - 72 - 81,ANDREW CORPORATION,PL6-71W,1.8,40.3
71 - 72 - 81,ANDREW CORPORATION,PL8-71W,2.4,42.9
71 - 72 - 81,ANDREW CORPORATION,VHLP4-71W,1.2,36.5
71 - 72 - 81,ANDREW CORPORATION,VHP2-71W,0.6,30.4
71 - 72 - 81,ANDREW CORPORATION,VHP4-71W,1.2,36.6
71 - 72 - 81,ANDREW CORPORATION,VHP6-71W,1.8,40.4
71 - 72 - 81,ANDREW CORPORATION,VHPX2-71W,0.6,29.8
71 - 72 - 81,ANDREW CORPORATION,VHPX4-71W,1.2,36.7
71 - 72 - 81,ANDREW CORPORATION,VHPX6-71W,1.8,40.4
71 - 72 - 81,ANDREW CORPORATION,VP2-71W,0.6,31.4
71 - 72 - 81,ANDREW CORPORATION,VP4-71W,1.2,37.5
71 - 72 - 81,ANDREW CORPORATION,VP6-71W,1.8,41.3
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,DDPG10-71SE,3.0,45.1
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,DDPG12-71SE,3.6,46.6
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,DDPG6-71SE,1.8,40.6
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,DDPG8-71SE REV.2,2.4,42.9
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,DRFG10-71,3.0,45.0
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,DRFG12-71SE,3.6,46.7
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,DRFG15-71,4.5,48.3
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,DRFG2-71SE,0.6,31.3
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,DRFG4-71SE,1.2,37.3
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,DRFG6-71,1.8,40.5
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,DRFG8-71,2.4,43.0
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,SR10-71BSE,3.0,45.0
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,SR12-71BSE,3.6,46.5
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,SR2-71BSE,0.6,30.8
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,SR4-71BSE,1.2,37.0
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,SR6-71BSE,1.8,40.5
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,SR8-71BSE,2.4,43.0
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,SRD10-71BSE,3.0,44.9
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,SRD12-71BSE,3.6,46.4
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,SRD15-71B,4.5,48.0
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,SRD4-71BSE,1.2,36.9
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,SRD6-71BSE,1.8,40.4
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,SRD8-71BSE,2.4,42.9
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,UHG10-71(L),3.0,44.8
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,UHG10-71(R),3.0,44.8
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,UHG4-71SE,1.2,36.8
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,UHG8-71(L),2.4,42.8
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,UHG8-71(R),2.4,42.8
71 - 72 - 81,GABRIEL ELECTRONICS. INC.,USG4-71,1.2,37.0
72,ANDREW CORPORATION,HP10-74,3.0,44.0
72,ANDREW CORPORATION,HP4-74,1.2,36.7
72,ANDREW CORPORATION,HP4-74G,1.2,36.7
72,ANDREW CORPORATION,HP6-74,1.8,40.4
72,ANDREW CORPORATION,HP6-74GA,1.8,40.4
72,ANDREW CORPORATION,HP8-74,2.4,42.8
72,ANDREW CORPORATION,HP8-74G,2.4,42.8
72,ANDREW CORPORATION,HPX10-74,3.0,44.7
72,ANDREW CORPORATION,HPX4-74,1.2,37.4
72,ANDREW CORPORATION,HPX6-74,1.8,40.8
72,ANDREW CORPORATION,HPX8-74,2.4,43.1
72,ANDREW CORPORATION,HPX8-74G,2.4,43.1
72,ANDREW CORPORATION,HSX10-74,3.0,44.3
72,ANDREW CORPORATION,HSX10-74,3.0,44.3
72,ANDREW CORPORATION,HSX12-74,3.6,46.8
72,ANDREW CORPORATION,HSX12-74,3.6,46.8
72,ANDREW CORPORATION,HSX12-74,3.6,46.8
72,ANDREW CORPORATION,HSX15-74,4.5,48.3
72,ANDREW CORPORATION,HSX15-74,4.5,48.3
72,ANDREW CORPORATION,HSX4-74,1.2,37.0
72,ANDREW CORPORATION,HSX4-74,1.2,37.0
72,ANDREW CORPORATION,HSX4-74,1.2,37.0
72,ANDREW CORPORATION,HSX4-74,1.2,37.0
72,ANDREW CORPORATION,HSX6-74,1.8,40.6
72,ANDREW CORPORATION,HSX6-74,1.8,40.6
72,ANDREW CORPORATION,HSX8-74,2.4,42.9
72,ANDREW CORPORATION,HSX8-74,2.4,42.9
72,ANDREW CORPORATION,VHP2-74,0.6,30.4
72,ANDREW CORPORATION,VHP4-74,1.2,36.4
72,ANDREW CORPORATION,VHP4A-74,1.2,36.6
72,ANDREW CORPORATION,VHP6-74,1.8,40.3
72,ANDREW CORPORATION,VHP6A-74,1.8,40.4
72,ANDREW CORPORATION,VHPX2A-74,0.6,29.7
72,ANDREW CORPORATION,VHPX4A-74,1.2,36.5
72,ANDREW CORPORATION,VHPX6A-74,1.8,40.3
72,ANDREW CORPORATION,VP2-74,0.6,31.2
72,ANDREW CORPORATION,VP4A-74,1.2,37.4
81,ANDREW CORPORATION,HXPD10-77GC,3.0,45.2
81,ANDREW CORPORATION,HSX10-77,3.0,45.2
81,ANDREW CORPORATION,HSX10-77,3.0,45.2
81,ANDREW CORPORATION,HSX12-77,3.6,46.7
81,ANDREW CORPORATION,HSX12-77,3.6,46.7
81,ANDREW CORPORATION,HSX12-77,3.6,46.7
81,ANDREW CORPORATION,HSX12-77,3.6,46.7
81,ANDREW CORPORATION,HSX15-77,4.5,48.6
81,ANDREW CORPORATION,HSX15-77,4.5,48.6
81,ANDREW CORPORATION,HSX4-77,1.2,37.2
81,ANDREW CORPORATION,HSX4-77,1.2,37.2
81,ANDREW CORPORATION,HSX6-77,1.8,41.0
81,ANDREW CORPORATION,HSX6-77,1.8,41.0
81,ANDREW CORPORATION,HSX8-77,2.4,43.5
81,ANDREW CORPORATION,HSX8-77,2.4,43.5
81,ANDREW CORPORATION,HSX8-77,2.4,43.5
81,ANDREW CORPORATION,HSX8-77,2.4,43.5
81,ANDREW CORPORATION,HXPD10-77GC,3.0,45.2
81,ANDREW CORPORATION,HXPD12-77GC,3.6,46.7
81,ANDREW CORPORATION,HXPD12-77GC,3.6,46.7
81,ANDREW CORPORATION,HXPD6-77GD,1.8,40.7
81,ANDREW CORPORATION,HXPD6-77GD,1.8,40.7
81,ANDREW CORPORATION,HXPD6-77GD,1.8,40.7
81,ANDREW CORPORATION,HXPD6-77GD,1.8,40.7
81,ANDREW CORPORATION,HXPD8-77GC,2.4,43.4
81,ANDREW CORPORATION,HXPD8-77GC,2.4,43.4
81,ANDREW CORPORATION,LBX10-77,3.0,45.2
81,ANDREW CORPORATION,LBX12-77,3.6,46.7
81,ANDREW CORPORATION,LBX6-77,1.8,40.8
81,ANDREW CORPORATION,LBX8-77,2.4,43.1
81,ANDREW CORPORATION,UHX10-77,3.0,45.2
81,ANDREW CORPORATION,UHX10-77,3.0,45.2
81,ANDREW CORPORATION,UHX10-77GD,3.0,45.2
81,ANDREW CORPORATION,UHX12-77,3.6,46.7
81,ANDREW CORPORATION,UHX12-77,3.6,46.7
81,ANDREW CORPORATION,UHX15-77,4.5,48.7
81,ANDREW CORPORATION,UHX15-77,4.5,48.7
81,ANDREW CORPORATION,UHX15-77GD,4.5,48.7
81,ANDREW CORPORATION,UHX15-77GD,4.5,48.7
81,ANDREW CORPORATION,UHX6-77,1.8,41.0
81,ANDREW CORPORATION,UHX6-77,1.8,41.0
81,ANDREW CORPORATION,UHX8-77,2.4,43.5
81,ANDREW CORPORATION,UHX8-77,2.4,43.5
81,ANDREW CORPORATION,UMX10-6477,3.0,44.8
81,ANDREW CORPORATION,UMX10-6477,3.0,44.8
81,ANDREW CORPORATION,UMX12-6477,3.6,47.1
81,ANDREW CORPORATION,UMX12-6477,3.6,47.1
81,ANDREW CORPORATION,UMX8-6477,2.4,43.8
81,ANDREW CORPORATION,UMX8-6477,2.4,43.8
81,GABRIEL ELECTRONICS. INC.,ATH-10 (77),3.0,45.1
81,ANDREW CORPORATION,FP10-77,3.0,45.3
81,ANDREW CORPORATION,FP10-77G,3.0,45.1
81,ANDREW CORPORATION,FP12-77,3.6,46.9
81,ANDREW CORPORATION,FP6-77,1.8,40.6
